      8.9688      1.3902     -0.7486
      8.9792      1.3766     -0.7585
      8.9896      1.3556     -0.7886
      9.0000      1.3432     -0.8262
      9.0104      1.3620     -0.8832
      9.0208      1.3751     -0.7832
      9.0312      1.2066     -0.6911
      9.0417      1.1412     -0.7371
      9.0521      1.0627     -0.7410
      9.0625      0.9781     -0.6516
      9.0729      0.8691     -0.5984
      9.0833      0.7503     -0.5351
      9.0938      0.6234     -0.4637
      9.1042      0.4890     -0.3879
      9.1146      0.3409     -0.3055
      9.1250      0.1801     -0.2182
      9.1354      0.0104     -0.1274
      9.1458     -0.1649     -0.0383
      9.1563     -0.3540      0.0529
      9.1667     -0.5699      0.1554
      9.1771     -0.8426      0.3044
      9.1875     -1.4077      0.5498
      9.1979     -1.5117      0.8199
      9.2083     -1.5025      0.2742
      9.2188     -1.5992      0.4351
      9.2292     -1.7222      0.6027
      9.2396     -1.6518      0.5540
      9.2500     -1.7015      0.3746
      9.2604     -1.6400      0.3383
      9.2708     -1.5353      0.3837
      9.2813     -1.4853      0.4465
      9.2917     -1.4218      0.4682
      9.3021     -1.3469      0.4517
      9.3125     -1.3478      0.4741
      9.3229     -1.2743      0.4641
      9.3333     -1.1663      0.4361
      9.3438     -1.0352      0.3967
      9.3542     -0.8836      0.3461
      9.3646     -0.7126      0.2849
      9.3750     -0.5258      0.2168
      9.3854     -0.3286      0.1459
      9.3958     -0.1260      0.0715
      9.4063      0.0895     -0.0223
      9.4167      0.3441     -0.1572
      9.4271      0.6981     -0.2919
      9.4375      0.9614     -0.0188
      9.4479      0.7927     -0.2570
      9.4583      1.1055     -0.7833
      9.4688      1.2459     -0.9120
      9.4792      1.3879     -0.9252
      9.4896      1.3493     -0.8165
      9.5000      1.3603     -0.8139
      9.5104      1.3824     -0.8178
      9.5208      1.3797     -0.7984
      9.5313      1.3473     -0.7679
      9.5417      1.2803     -0.7262
      9.5521      1.1700     -0.7352
      9.5625      1.1250     -0.7626
      9.5729      1.0217     -0.6757
      9.5833      0.9219     -0.6219
      9.5938      0.8050     -0.5638
      9.6042      0.6767     -0.4940
      9.6146      0.5337     -0.4140
      9.6250      0.3766     -0.3263
      9.6354      0.2101     -0.2335
      9.6458      0.0401     -0.1409
      9.6563     -0.1374     -0.0487
      9.6667     -0.3245      0.0393
      9.6771     -0.5248      0.1310
      9.6875     -0.7418      0.2410
      9.6979     -1.0916      0.3898
      9.7083     -1.5435      0.7964
      9.7188     -1.4696      0.5396
      9.7292     -1.5546      0.2768
      9.7396     -1.6303      0.4948
      9.7500     -1.5285      0.5187
      9.7604     -1.7338      0.4847
